CommitId;RefactoringType;RefactoringDetail
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public httpMethods() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public customMethodWithoutPath() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public queryParamsInPathExtract() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public producesAddsAcceptHeader() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public producesNada() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public producesEmpty() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public consumesAddsContentTypeHeader() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public consumesNada() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public consumesEmpty() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public bodyParamIsGeneric() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public tooManyBodies() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public emptyPathOnType() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public emptyPathParam() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public pathParamWithSpaces() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public regexPathOnMethod() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public withPathAndURIParams() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public pathAndQueryParams() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public emptyQueryParam() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public formParamsParseIntoIndexToName() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public formParamsDoesNotSetBodyType() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public emptyFormParam() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public headerParamsParseIntoIndexToName() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public emptyHeaderParam() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public pathsWithoutSlashesParseCorrectly() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public pathsWithSomeSlashesParseCorrectly() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public pathsWithSomeOtherSlashesParseCorrectly() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public classWithRootPathParsesCorrectly() : void in class feign.jaxrs.JAXRSContractTest
b2b4085348de32f10903970dded99fdf0376a43c;Extract Method;Extract Method	private parseAndValidateMetadata(targetType Class<?>, method String, parameterTypes Class<?>[]) : MethodMetadata extracted from public classPathWithTrailingSlashParsesCorrectly() : void in class feign.jaxrs.JAXRSContractTest
