CommitId;RefactoringType;RefactoringDetail
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.movies.domain.queryresult.UserQueryResultInterface moved to org.springframework.data.neo4j.examples.movies.domain.queryresult.UserQueryResultInterface
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.movies.repo.AbstractAnnotatedEntityRepository moved to org.springframework.data.neo4j.examples.movies.repo.AbstractAnnotatedEntityRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.movies.repo.AbstractEntityRepository moved to org.springframework.data.neo4j.examples.movies.repo.AbstractEntityRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.movies.repo.ActorRepository moved to org.springframework.data.neo4j.examples.movies.repo.ActorRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.movies.repo.CinemaRepository moved to org.springframework.data.neo4j.examples.movies.repo.CinemaRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.movies.repo.RatingRepository moved to org.springframework.data.neo4j.examples.movies.repo.RatingRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.movies.repo.TempMovieRepository moved to org.springframework.data.neo4j.examples.movies.repo.TempMovieRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.movies.repo.UnmanagedUserPojo moved to org.springframework.data.neo4j.examples.movies.repo.UnmanagedUserPojo
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.movies.repo.UserRepository moved to org.springframework.data.neo4j.examples.movies.repo.UserRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.movies.service.UserService moved to org.springframework.data.neo4j.examples.movies.service.UserService
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.jsr303.service.AdultService moved to org.springframework.data.neo4j.examples.jsr303.service.AdultService
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.movies.domain.queryresult.EntityWrappingQueryResult moved to org.springframework.data.neo4j.examples.movies.domain.queryresult.EntityWrappingQueryResult
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.movies.repo.GenreRepository moved to org.springframework.data.neo4j.examples.movies.repo.GenreRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.movies.service.UserServiceImpl moved to org.springframework.data.neo4j.examples.movies.service.UserServiceImpl
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.web.domain.Genre moved to org.springframework.data.neo4j.examples.movies.domain.Genre
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.movies.domain.Genre moved to org.springframework.data.neo4j.web.domain.Genre
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Change Package;Change Package	org.springframework.data.neo4j.integration.movies to org.springframework.data.neo4j.queries
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.repository.support.GraphRepositoryFactoryTest moved to org.springframework.data.neo4j.repositories.support.GraphRepositoryFactoryTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;Move Class	org.springframework.data.neo4j.integration.movies.TransactionIntegrationTest moved to org.springframework.data.neo4j.transactions.TransactionIntegrationTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move And Rename Class;Move And Rename Class	org.springframework.data.neo4j.integration.jsr303.PersistenceConfiguration moved and renamed to org.springframework.data.neo4j.examples.jsr303.JSR303Context
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move And Rename Class;Move And Rename Class	org.springframework.data.neo4j.integration.movies.End2EndIntegrationTest moved and renamed to org.springframework.data.neo4j.examples.movies.MoviesIntegrationTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move And Rename Class;Move And Rename Class	org.springframework.data.neo4j.integration.movies.context.PersistenceContext moved and renamed to org.springframework.data.neo4j.examples.movies.context.MoviesContext
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move And Rename Class;Move And Rename Class	org.springframework.data.neo4j.integration.helloworld.context.HelloWorldContext moved and renamed to org.springframework.data.neo4j.examples.galaxy.context.GalaxyContext
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move And Rename Class;Move And Rename Class	org.springframework.data.neo4j.integration.repositories.context.PersistenceContext moved and renamed to org.springframework.data.neo4j.repositories.context.RepositoriesTestContext
