CommitId;RefactoringType;RefactoringDetail
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.IndexedValuesValidationTest#testIndexOnCollectionValueInsertPartitionKeyAndCollectionKeyOver64k();test/unit/org.apache.cassandra.cql3.validation.entities.SecondaryIndexTest#testIndexOnCollectionValueInsertPartitionKeyAndCollectionKeyOver64k()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.IndexedValuesValidationTest#testIndexOnCompositeValueOver64k();test/unit/org.apache.cassandra.cql3.validation.entities.SecondaryIndexTest#testIndexOnCompositeValueOver64k()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.IndexedValuesValidationTest#testIndexOnFullCollectionEntryInsertCollectionValueOver64k();test/unit/org.apache.cassandra.cql3.validation.entities.SecondaryIndexTest#testIndexOnFullCollectionEntryInsertCollectionValueOver64k()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.IndexedValuesValidationTest#testIndexOnPartitionKeyInsertValueOver64k();test/unit/org.apache.cassandra.cql3.validation.entities.SecondaryIndexTest#testIndexOnPartitionKeyInsertValueOver64k()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.SelectWithTokenFunctionTest#testTokenFunctionWithCompoundPartitionAndClusteringCols();test/unit/org.apache.cassandra.cql3.validation.operations.SelectOrderedPartitionerTest#testTokenFunctionWithCompoundPartitionAndClusteringCols()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.SelectWithTokenFunctionTest#testTokenFunctionWithMultiColumnPartitionKey();test/unit/org.apache.cassandra.cql3.validation.operations.SelectOrderedPartitionerTest#testTokenFunctionWithMultiColumnPartitionKey()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.SelectWithTokenFunctionTest#testTokenFunctionWithPartitionKeyAndClusteringKeyArguments();test/unit/org.apache.cassandra.cql3.validation.operations.SelectOrderedPartitionerTest#testTokenFunctionWithPartitionKeyAndClusteringKeyArguments()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.SelectWithTokenFunctionTest#testTokenFunctionWithSingleColumnPartitionKey();test/unit/org.apache.cassandra.cql3.validation.operations.SelectOrderedPartitionerTest#testTokenFunctionWithSingleColumnPartitionKey()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.SelectionOrderingTest#testFieldSelectionOrderSingleClustering();test/unit/org.apache.cassandra.cql3.validation.operations.SelectOrderByTest#testFieldSelectionOrderSingleClustering()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.SelectionOrderingTest#testFunctionSelectionOrderMultipleClustering();test/unit/org.apache.cassandra.cql3.validation.operations.SelectOrderByTest#testFunctionSelectionOrderMultipleClustering()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.SelectionOrderingTest#testFunctionSelectionOrderSingleClustering();test/unit/org.apache.cassandra.cql3.validation.operations.SelectOrderByTest#testFunctionSelectionOrderSingleClustering()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.SelectionOrderingTest#testNormalSelectionOrderMultipleClustering();test/unit/org.apache.cassandra.cql3.validation.operations.SelectOrderByTest#testNormalSelectionOrderMultipleClustering()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.SelectionOrderingTest#testNormalSelectionOrderSingleClustering();test/unit/org.apache.cassandra.cql3.validation.operations.SelectOrderByTest#testNormalSelectionOrderSingleClustering()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.StaticColumnsQueryTest#testSingleClustering();test/unit/org.apache.cassandra.cql3.validation.operations.SelectTest#testSingleClustering()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.StaticColumnsQueryTest#testSingleClusteringReversed();test/unit/org.apache.cassandra.cql3.validation.operations.SelectTest#testSingleClusteringReversed()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.TimestampTest#testNegativeTimestamps();test/unit/org.apache.cassandra.cql3.validation.entities.TimestampTest#testNegativeTimestamps()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.TupleTypeTest#testInvalidQueries();test/unit/org.apache.cassandra.cql3.validation.entities.TupleTypeTest#testInvalidQueries()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.TupleTypeTest#testNestedTuple();test/unit/org.apache.cassandra.cql3.validation.entities.TupleTypeTest#testNestedTuple()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.TupleTypeTest#testTupleInClusteringKey();test/unit/org.apache.cassandra.cql3.validation.entities.TupleTypeTest#testTupleInClusteringKey()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.TupleTypeTest#testTupleInPartitionKey();test/unit/org.apache.cassandra.cql3.validation.entities.TupleTypeTest#testTupleInPartitionKey()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.TupleTypeTest#testTuplePutAndGet();test/unit/org.apache.cassandra.cql3.validation.entities.TupleTypeTest#testTuplePutAndGet()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.UserTypesTest#testAlterUDT();test/unit/org.apache.cassandra.cql3.validation.entities.UserTypesTest#testAlterUDT()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.UserTypesTest#testAlteringUserTypeNestedWithinList();test/unit/org.apache.cassandra.cql3.validation.entities.UserTypesTest#testAlteringUserTypeNestedWithinList()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.UserTypesTest#testAlteringUserTypeNestedWithinMap();test/unit/org.apache.cassandra.cql3.validation.entities.UserTypesTest#testAlteringUserTypeNestedWithinMap()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.UserTypesTest#testAlteringUserTypeNestedWithinNestedTuple();test/unit/org.apache.cassandra.cql3.validation.entities.UserTypesTest#testAlteringUserTypeNestedWithinNestedTuple()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.UserTypesTest#testAlteringUserTypeNestedWithinSet();test/unit/org.apache.cassandra.cql3.validation.entities.UserTypesTest#testAlteringUserTypeNestedWithinSet()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.UserTypesTest#testAlteringUserTypeNestedWithinTuple();test/unit/org.apache.cassandra.cql3.validation.entities.UserTypesTest#testAlteringUserTypeNestedWithinTuple()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.UserTypesTest#testAlteringUserTypeNestedWithinUserType();test/unit/org.apache.cassandra.cql3.validation.entities.UserTypesTest#testAlteringUserTypeNestedWithinUserType()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.UserTypesTest#testCassandra8105();test/unit/org.apache.cassandra.cql3.validation.entities.UserTypesTest#testCassandra8105()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.UserTypesTest#testCreateInvalidTablesWithUDT();test/unit/org.apache.cassandra.cql3.validation.entities.UserTypesTest#testCreateInvalidTablesWithUDT()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.UserTypesTest#testFor7684();test/unit/org.apache.cassandra.cql3.validation.entities.UserTypesTest#testFor7684()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.UserTypesTest#testInvalidField();test/unit/org.apache.cassandra.cql3.validation.entities.UserTypesTest#testInvalidField()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Method;test/unit/org.apache.cassandra.cql3.CreateTriggerStatementTest#assertTriggerDoesNotExists(String, Class);test/unit/org.apache.cassandra.cql3.validation.operations.CreateTest#assertTriggerDoesNotExists(String, Class)
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Extract Method;test/unit/org.apache.cassandra.cql3.CQLTester#assertInvalidMessage(String, String, Object[]);test/unit/org.apache.cassandra.cql3.CQLTester#assertInvalidThrowMessage(String, Class, String, Object[])
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Extract Method;test/unit/org.apache.cassandra.cql3.CQLTester#createTable(String);test/unit/org.apache.cassandra.cql3.CQLTester#createTableName()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Extract Method;src/java/org.apache.cassandra.cql3.UntypedResultSet.FromResultSet#metadata();src/java/org.apache.cassandra.cql3.ResultSet.Metadata#requestNames()
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Extract Method;src/java/org.apache.cassandra.cql3.statements.BatchStatement#executeInternal(QueryState, QueryOptions);src/java/org.apache.cassandra.cql3.statements.BatchStatement#executeInternalWithoutCondition(QueryState, QueryOptions)
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Extract Method;src/java/org.apache.cassandra.cql3.statements.BatchStatement#executeWithConditions(BatchQueryOptions, QueryState);src/java/org.apache.cassandra.cql3.statements.BatchStatement#makeCasRequest(BatchQueryOptions, QueryState)
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Extract Method;src/java/org.apache.cassandra.cql3.statements.ModificationStatement#executeInternal(QueryState, QueryOptions);src/java/org.apache.cassandra.cql3.statements.ModificationStatement#executeInternalWithoutCondition(QueryState, QueryOptions)
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Extract Method;src/java/org.apache.cassandra.cql3.statements.ModificationStatement#executeWithCondition(QueryState, QueryOptions);src/java/org.apache.cassandra.cql3.statements.ModificationStatement#makeCasRequest(QueryState, QueryOptions)
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Extract Method;src/java/org.apache.cassandra.utils.UUIDGen#fromUnixTimestamp(long);src/java/org.apache.cassandra.utils.UUIDGen#fromUnixTimestamp(long, long)
f797bfa4da53315b49f8d97b784047f33ba1bf5f;Move Attribute;test/unit/org.apache.cassandra.cql3.IndexedValuesValidationTest#TOO_BIG;test/unit/org.apache.cassandra.cql3.validation.entities.SecondaryIndexTest#TOO_BIG
