CommitId;RefactoringType;RefactoringDetail
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.domain.Rating;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.domain.Rating
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.domain.ReleasedMovie;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.domain.ReleasedMovie
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.domain.TempMovie;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.domain.TempMovie
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.domain.User;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.domain.User
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.domain.queryresult.EntityWrappingQueryResult;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.domain.queryresult.EntityWrappingQueryResult
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.domain.queryresult.Gender;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.domain.queryresult.Gender
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.domain.queryresult.RichUserQueryResult;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.domain.queryresult.RichUserQueryResult
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.domain.queryresult.UserQueryResult;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.domain.queryresult.UserQueryResult
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.domain.queryresult.UserQueryResultInterface;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.domain.queryresult.UserQueryResultInterface
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.repo.AbstractAnnotatedEntityRepository;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.repo.AbstractAnnotatedEntityRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.repo.AbstractEntityRepository;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.repo.AbstractEntityRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.repo.ActorRepository;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.repo.ActorRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.repo.CinemaRepository;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.repo.CinemaRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.repo.GenreRepository;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.repo.GenreRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.repo.RatingRepository;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.repo.RatingRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.repo.TempMovieRepository;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.repo.TempMovieRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.repo.UnmanagedUserPojo;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.repo.UnmanagedUserPojo
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.repo.UserRepository;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.repo.UserRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.service.UserService;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.service.UserService
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.service.UserServiceImpl;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.service.UserServiceImpl
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.repositories.RepoScanningTest;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.repositories.RepoScanningTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.repositories.domain.Movie;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.repositories.domain.Movie
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.repositories.domain.User;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.repositories.domain.User
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.repositories.repo.MovieRepository;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.repositories.repo.MovieRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.repositories.repo.UserRepository;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.repositories.repo.UserRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.template.ExceptionTranslationTest;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.template.ExceptionTranslationTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.template.TemplateApplicationEventTest;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.template.TemplateApplicationEventTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.template.TestNeo4jEventListener;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.template.TestNeo4jEventListener
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.transactions.TransactionBoundaryTest;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.transactions.TransactionBoundaryTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.transactions.service.BusinessService;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.transactions.service.BusinessService
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.transactions.service.WrapperService;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.transactions.service.WrapperService
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.web.WebIntegrationTest;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.web.WebIntegrationTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.web.controller.UserController;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.web.controller.UserController
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.web.domain.Cinema;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.web.domain.Cinema
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.web.domain.Genre;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.web.domain.Genre
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.web.domain.User;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.web.domain.User
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.web.repo.GenreRepository;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.web.repo.GenreRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.web.repo.UserRepository;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.web.repo.UserRepository
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.web.service.UserService;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.web.service.UserService
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.web.service.UserServiceImpl;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.web.service.UserServiceImpl
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.repository.support.GraphRepositoryFactoryTest;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.repositories.support.GraphRepositoryFactoryTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.template.Neo4jTemplateTest;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.template.Neo4jTemplateTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.GalaxyServiceTest;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.GalaxyServiceTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.QueryIntegrationTest;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.queries.QueryIntegrationTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.DerivedQueryTest;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.queries.DerivedQueryTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.TransactionIntegrationTest;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.transactions.TransactionIntegrationTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.jsr303.JSR303Test;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.jsr303.JSR303Test
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.template.context.DataManipulationEventConfiguration;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.template.context.DataManipulationEventConfiguration
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.repositories.ProgrammaticRepositoryTest;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.repositories.ProgrammaticRepositoryTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.repositories.RepositoryDefinitionTest;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.repositories.RepositoryDefinitionTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move And Rename Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.End2EndIntegrationTest;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.MoviesIntegrationTest
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move And Rename Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.jsr303.PersistenceConfiguration;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.jsr303.JSR303Context
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move And Rename Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.context.HelloWorldContext;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.context.GalaxyContext
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move And Rename Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.movies.context.PersistenceContext;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.movies.context.MoviesContext
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move And Rename Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.repositories.context.PersistenceContext;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.repositories.context.RepositoriesTestContext
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move And Rename Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.extensions.CustomPersistenceContext;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.repositories.repo.PersistenceContextInTheSamePackage
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move And Rename Class;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.repositories.repo.PersistenceContextInTheSamePackage;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.extensions.CustomPersistenceContext
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Method;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.domain.World#addRocketRouteTo(World);spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.domain.World#addRocketRouteTo(World)
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Method;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.domain.World#canBeReachedFrom(World);spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.domain.World#canBeReachedFrom(World)
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Method;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.domain.World#equals(Object);spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.domain.World#equals(Object)
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Method;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.domain.World#getId();spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.domain.World#getId()
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Method;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.domain.World#getMoons();spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.domain.World#getMoons()
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Method;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.domain.World#getName();spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.domain.World#getName()
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Method;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.domain.World#getReachableByRocket();spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.domain.World#getReachableByRocket()
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Method;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.domain.World#hashCode();spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.domain.World#hashCode()
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Method;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.domain.World#setReachableByRocket(Set);spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.domain.World#setReachableByRocket(Set)
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Method;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.domain.World#toString();spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.domain.World#toString()
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Method;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.jsr303.WebConfiguration#validator();spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.jsr303.WebConfiguration#validator()
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Method;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.transactions.ApplicationConfig#neo4jServer();spring-data-neo4j/src/test/java/org.springframework.data.neo4j.transactions.ApplicationConfig#neo4jServer()
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Method;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.web.context.WebPersistenceContext#getSession();spring-data-neo4j/src/test/java/org.springframework.data.neo4j.web.context.WebPersistenceContext#getSession()
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Method;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.web.context.WebPersistenceContext#neo4jServer();spring-data-neo4j/src/test/java/org.springframework.data.neo4j.transactions.ApplicationConfig#neo4jServer()
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Attribute;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.domain.World#id;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.domain.World#id
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Attribute;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.domain.World#moons;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.domain.World#moons
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Attribute;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.domain.World#name;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.domain.World#name
071588a418dbc743e0f7dbfe218cd8a6c0f97421;Move Attribute;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.integration.helloworld.domain.World#reachableByRocket;spring-data-neo4j/src/test/java/org.springframework.data.neo4j.examples.galaxy.domain.World#reachableByRocket
