CommitId;RefactoringType;RefactoringDetail
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#write(String, int, int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#write(String, int, int)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#write(byte[], int, int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#write(byte[], int, int)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#write(int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#write(int)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#append(char);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#append(char)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#append(CharSequence, int, int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#append(CharSequence, int, int)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#write(byte[]);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#write(byte[])
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#write(int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#write(int)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#write(String);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#write(String)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#write(char[]);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#write(char[])
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(boolean);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(boolean)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#print(boolean);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(boolean)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(long);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(long)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#print(long);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(long)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(char);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(char)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#print(char);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(char)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(int)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#print(int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(int)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(String);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(String)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(char[]);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(String)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(float);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(float)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#print(float);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(float)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(Object);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(Object)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(double);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(double)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#print(double);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(double)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#append(CharSequence);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#append(CharSequence)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#println();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#println()
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#println()
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#close();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#close()
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#close();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#close()
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#flush();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#flush()
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#flush();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#flush()
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println(double);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#println(double)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println(String);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#println(String)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println(float);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#println(float)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println(int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#println(int)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println(char);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#println(char)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println(long);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#println(long)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println(boolean);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#println(boolean)
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Extract Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper#disableSaveOnResponseCommitted();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper#disableOnResponseCommitted()
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Attribute;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#delegate;web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#delegate
08b1b56e2cd5ad72126f4bbeb15a47d9b104dfff;Move Attribute;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#delegate;web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#delegate
