CommitId;RefactoringType;RefactoringDetail
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#hashCode();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#hashCode()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#printf(Locale, String, Object[]);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#printf(Locale, String, Object[])
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#printf(String, Object[]);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#printf(String, Object[])
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#toString();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#toString()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#equals(Object);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#equals(Object)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#hashCode();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#hashCode()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#toString();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#toString()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#write(char[], int, int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#write(char[], int, int)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#write(String, int, int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#write(String, int, int)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#write(byte[], int, int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#write(byte[], int, int)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#write(int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#write(int)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#append(char);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#append(char)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#append(CharSequence, int, int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#append(CharSequence, int, int)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#write(byte[]);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#write(byte[])
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#write(int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#write(int)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#write(String);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#write(String)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#write(char[]);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#write(char[])
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(boolean);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(boolean)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#print(boolean);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(boolean)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(long);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(long)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#print(long);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(long)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(char);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(char)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#print(char);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(char)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(int)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#print(int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(int)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(String);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(String)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(char[]);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(String)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(float);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(float)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#print(float);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(float)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(Object);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(Object)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#print(double);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(double)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#print(double);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#print(double)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#append(CharSequence);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#append(CharSequence)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#println();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#println()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#println()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#close();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#close()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#close();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#close()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#flush();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#flush()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#flush();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#flush()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println(double);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#println(double)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println(String);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#println(String)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println(float);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#println(float)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println(int);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#println(int)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println(char);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#println(char)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println(long);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#println(long)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#println(boolean);web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#println(boolean)
fcc9a34356817d93c24b5ccf3107ec234a28b136;Extract Method;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper#disableSaveOnResponseCommitted();web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper#disableOnResponseCommitted()
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Attribute;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextPrintWriter#delegate;web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextPrintWriter#delegate
fcc9a34356817d93c24b5ccf3107ec234a28b136;Move Attribute;web/src/main/java/org.springframework.security.web.context.SaveContextOnUpdateOrErrorResponseWrapper.SaveContextServletOutputStream#delegate;web/src/main/java/org.springframework.security.web.context.OnCommittedResponseWrapper.SaveContextServletOutputStream#delegate
