CommitId;RefactoringType;RefactoringDetail
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Scrumptious/src/com.facebook.scrumptious.picker.GraphObjectCursor;samples/Scrumptious/src/com.example.scrumptious.picker.GraphObjectCursor
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Scrumptious/src/com.facebook.scrumptious.picker.GraphObjectPagingLoader;samples/Scrumptious/src/com.example.scrumptious.picker.GraphObjectPagingLoader
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Scrumptious/src/com.facebook.scrumptious.usersettings.UserSettingsFragment;samples/Scrumptious/src/com.example.scrumptious.usersettings.UserSettingsFragment
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/SwitchUserSample/src/com.facebook.samples.switchuser.SettingsFragment;samples/SwitchUserSample/src/com.example.switchuser.SettingsFragment
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Scrumptious/src/com.facebook.scrumptious.picker.PickerFragment;samples/Scrumptious/src/com.example.scrumptious.picker.PickerFragment
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/HelloFacebookSample/src/com.facebook.samples.hellofacebook.HelloFacebookSampleActivity;samples/HelloFacebookSample/src/com.example.hellofacebook.HelloFacebookSampleActivity
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/SwitchUserSample/src/com.facebook.samples.switchuser.MainActivity;samples/SwitchUserSample/src/com.example.switchuser.MainActivity
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Scrumptious/src/com.facebook.scrumptious.picker.PlacePickerFragment;samples/Scrumptious/src/com.example.scrumptious.picker.PlacePickerFragment
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Scrumptious/src/com.facebook.scrumptious.picker.FriendPickerFragment;samples/Scrumptious/src/com.example.scrumptious.picker.FriendPickerFragment
e813a0be86c87366157a0201e6c61662cadee586;Move Class;samples/Iconicus/src/com.facebook.iconicus.MainActivity;samples/Iconicus/src/com.example.iconicus.MainActivity
e813a0be86c87366157a0201e6c61662cadee586;Extract Method;facebook/src/com.facebook.internal.AttributionIdentifiers#getAndroidId(Context);facebook/src/com.facebook.internal.AttributionIdentifiers#getAndroidIdViaReflection(Context)
e813a0be86c87366157a0201e6c61662cadee586;Extract Method;facebook/src/com.facebook.internal.AttributionIdentifiers#getAndroidId(Context);facebook/src/com.facebook.internal.AttributionIdentifiers#getAndroidIdViaService(Context)
